,place,text,lang,location,geo,coord
63,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,,True,
64,,"Contact me if you are experiencing such things as Asthma, IBS, Heart Burn, Acid Flux,Skin conditions-Psoriasis,Osteoarthritis etc,Menopause?",en,"Barry, Vale of Glamorgan",True,
65,,RT @relly0492: One buff girl in the gym had me doing over 40mins on the treadmill like say my asthma cant tek weh mi life any time,en,The Lab,False,
66,,"RT @NickMakesJokes: [god making pugs]
What if a football had asthma?",en,,False,
67,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,texas,True,
68,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,City of Dreams,False,
69,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,,False,
70,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,"Richmond, VA",True,
71,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,$$$,False,
72,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,"Las Vegas, NV",True,
73,,RT @JunkScience: 'Asthmatic' Malia Obama smokes pot. Dad used her 'asthma' to justify EPA climate rules. https://t.co/775GxenSls https://t.…,en,Florida,False,
74,,@BreFrench @PettyLeSmiff @Khaleel currently having an asthma attack from laughter,en,"ÜT: 18.043893,-76.823056",False,
75,,RT @relly0492: One buff girl in the gym had me doing over 40mins on the treadmill like say my asthma cant tek weh mi life any time,en,,True,
76,,RT @relly0492: One buff girl in the gym had me doing over 40mins on the treadmill like say my asthma cant tek weh mi life any time,en,,False,
77,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,"Flint, MI",True,
78,,10 Ways to Limit Your Period’s Affect On Your... https://t.co/3WIYtwDxjb,en,,False,
79,,RT @_StevenMccallum: Sisters got asthma and we got her they candles that dinny blow oot for her bday cake and aboot killed the cunt trying…,en,dundee ,True,
80,,Amazing Asthma Tips That Are Proven To Work - https://t.co/ga2zfPavDQ https://t.co/fPmzAKZlbc,en,United States,False,
81,,Effects of older age and age of #asthma onset on clinical and inflammatory variables in severe refractory asthma https://t.co/URzDHcOku2,en,Buenos Aires,True,
82,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,,False,
83,,RT @JunkScience: 'Asthmatic' Malia Obama smokes pot. Dad used her 'asthma' to justify EPA climate rules. https://t.co/775GxenSls https://t.…,en,Mt Pleasant Texas,True,
84,,RT @_StevenMccallum: Sisters got asthma and we got her they candles that dinny blow oot for her bday cake and aboot killed the cunt trying…,en,,False,
85,,my manager told me my asthma is a mental block,en,streets ahead ,True,
86,,Asthma deaths in Scotland highest for more than a decade  https://t.co/5fPESKWDt9,en,Manchester,False,
87,,EXTRA ASS AUNT https://t.co/I05xSW3HeB,en,,True,
88,,RT @JunkScience: Obama used 'asthmatic' Malia as excuse to conduct war on coal. https://t.co/775GxenSls https://t.co/F0PfLkx1Xp via @MailOn…,en,"Buffalo, NY",False,
89,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,,True,
90,,"Bad Skin, Allergies &amp; Asthma Made Worse By Chlorine In Shower Water - Filtered Showerhead Review https://t.co/IXRnXJHHnk",en,,False,
91,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,Where The Wild Things Are,False,
92,,RT @NottinghamRRU: A small drop of drool!! https://t.co/BqeRvpuHY4 new test which can diagnose asthma from patient saliva https://t.co/BqeR…,en,,False,
93,,When it's 3am and your body starts to decide to have asthma and wake you up. 😊😊😊,en,Narnia,False,
94,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,"Cayucos, CA",True,
95,,Learn how to pinpoint your triggers and avoid setting off your #asthma symptoms. https://t.co/GEUFGoIxei https://t.co/Hbayv9RsQ4,en,"Harrisburg, PA",True,
96,,I feel so bad for laughing 😭😭😭😭 https://t.co/8HEGbropby,en,,True,
97,,I actually just had an asthma attack lol https://t.co/fqWQCiFhL8,en,,False,
98,,RT @balenciagazarry: EXTRA ASS AUNT https://t.co/I05xSW3HeB,en,7.15.16 | 8:53pm,False,
99,,"does anyone have experience of worsening #asthma or #respiratory probs, sore throats, colds etc., living near construction sites? Please RT.",en,"Liskeard, Cornwall",False,
100,,Having asthma as an athlete is one of the worst things to have especially when you are dying for air or can't run as fast 😴😴,en,,True,
101,,RT @_StevenMccallum: Sisters got asthma and we got her they candles that dinny blow oot for her bday cake and aboot killed the cunt trying…,en,,False,
102,,Asthma deaths in Scotland highest for more than a decade https://t.co/aNwZH9xVGf #pr,en,,False,
103,,"RT @Click_Write: does anyone have experience of worsening #asthma or #respiratory probs, sore throats, colds etc., living near construction…",en,Bude in Cornwall,False,
104,,Nasal microbial species richness seems to protect against asthma #microbiota #bacteria #asthma #environment #health https://t.co/F1YtmhG0je,en,"Janakkala, Finland",False,
105,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,Mariah's Mentions,True,
106,,RT @_StevenMccallum: Sisters got asthma and we got her they candles that dinny blow oot for her bday cake and aboot killed the cunt trying…,en,Glasgow,True,
107,,RT @relly0492: One buff girl in the gym had me doing over 40mins on the treadmill like say my asthma cant tek weh mi life any time,en,,True,
108,,The first asthma pill in 20 years shows “massive promise” in reducing symptoms https://t.co/j3RJNlTW4J https://t.co/0IF9pIbvhB,en,Nigeria,True,
109,,There’s something in the dust: study suggests that dust and bacteria from cows keeps #asthma at bay for Amish kids https://t.co/50SIUDchB3,en,Toronto,False,
110,,Doctors thought I had asthma until voice operation stopped me sounding like Darth Vader https://t.co/IKdCtZt7Lg,en,"Pittsburgh, Pennsylvania",True,
111,,The first asthma pill in 20 years shows “massive promise” in reducing symptoms https://t.co/cEc7kdCt8S https://t.co/ZioDEcR5wO,en,Everywhere,False,
112,,New research to help #family #healthissues in relation to #autism #cancer #digestivehealth #obesity #asthma #eczema https://t.co/GqoSotzu5V,en,Los Angeles,True,
113,,"Exposure to microbes, like those in Amish homes, could protect against asthma. https://t.co/SXS6vRgz5L",en,United States,False,
114,,RT @Danvito_: RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking…,en,The Kitchen of Greatness,True,
115,,RT @asthmauk: Get advice on stress and sleep. We provide expert support for parents of children with asthma https://t.co/9bmma4Qryl,en,somewhere in a dark cave ,False,
116,,U.S. EPA and Imperial Valley Communities Tackle Childhood Asthma: By Priyanka Pathak Growing up in the United… https://t.co/f6pUhDSdxr,en,"Savannah, GA",False,
117,,"RT @GKsfp: Asthma sufferer Gaye Stokes, 54, (pictured) from Grantham, Lincolnshire, says she feels like a 'completely different person' aft…",en,,False,
118,"{'country': 'India', 'url': 'https://api.twitter.com/1.1/geo/id/7929cea6bd5b32bd.json', 'name': 'Mumbai', 'country_code': 'IN', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[72.74484, 18.845343], [72.74484, 19.502937], [73.003648, 19.502937], [73.003648, 18.845343]]]}, 'id': '7929cea6bd5b32bd', 'place_type': 'city', 'attributes': {}, 'full_name': 'Mumbai, India'}","@ShopClues I would like to health treatment to my servant to give her freedom from her asthma problem
#FreedomToWin",en,"Mumbai, Maharashtra",True,
119,,RT @_StevenMccallum: Sisters got asthma and we got her they candles that dinny blow oot for her bday cake and aboot killed the cunt trying…,en,glasgow,False,
120,"{'country': 'United Kingdom', 'url': 'https://api.twitter.com/1.1/geo/id/38d67cacb385e69d.json', 'name': 'Leicester', 'country_code': 'GB', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-1.215135, 52.580667], [-1.215135, 52.67186], [-1.046205, 52.67186], [-1.046205, 52.580667]]]}, 'id': '38d67cacb385e69d', 'place_type': 'city', 'attributes': {}, 'full_name': 'Leicester, England'}",not knowing I had exercise induced asthma til college bc PE teachers thought I was just too fat to run a mile so I did too #FatSideStories,en,"East Midlands, England",True,
121,,"High risk of #asthma applies to those who spray paint, bakers and those who process food, nurses, chemical workers.",en,London,False,
122,,"""Controlling your child’s asthma this winter"" https://t.co/CNflYZJG8l #asthma #plan #child #pharmacist https://t.co/X4sJ1Bw0ro",en,,False,
123,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,,True,
124,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,"San Diego, CA",True,
125,,"RT @AsthmaCenter1: Flour dust may lead to 'baker's asthma'

A condition that bakery employees develop after being exposed to flour.

https:…",en,"Colorado, USA",False,
126,"{'country': 'United States', 'url': 'https://api.twitter.com/1.1/geo/id/e8ad2641c1cb666c.json', 'name': 'Arkansas', 'country_code': 'US', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-94.61771, 33.004106], [-94.61771, 36.499767], [-89.644838, 36.499767], [-89.644838, 33.004106]]]}, 'id': 'e8ad2641c1cb666c', 'place_type': 'admin', 'attributes': {}, 'full_name': 'Arkansas, USA'}",Had an asthma attack LastNight and Mfs still act like its a joke blood pressure was high and Mfs still act like other things more important,en,"Little Rock, AR ",True,
127,,#throat porn video symptoms of adult onset asthma https://t.co/HeiAprFO6P,en,,False,
128,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,,False,
129,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,"Los Angeles, CA",True,
130,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,,True,
131,,"RT @hockeyschtick1: ""Flashback: Obama used Malia’s ‘asthma’ to justify ‘global warming’ regs"" https://t.co/HCtw9aDlPY",en,USA,False,
132,,Wrangling Rogue “ADAM33” Gene Could be Key to Preventing Asthma https://t.co/pz5AMnqxNf,en,San Francisco,False,
133,,RT @NEJM: Quick Take video: Asthma is 4 times as common among Hutterites vs. Amish farming communities https://t.co/XxSgjU9S0S https://t.co…,en,"Chicago, IL",False,
134,,"hate rich homie quan, sound like he fucking crying with asthma.. don't gahdamn @ me either. cuss yo ass out.",en,on his face ,False,
135,,Singulair 5 mg without prescription | Canadian Singulair online | alternatives to Singulair 5 mg | Singulair FAQ https://t.co/yljvjoUzrA,en,"North Royalton, OH",False,
136,,"I fell on campus,faked a faint,opened my eyes and people were still around so I faked an asthma attack 😊😥💆 https://t.co/8RsW4EynEY",en,Johannesburg-South Africa ,True,
137,,😂😂😂😂😂 https://t.co/3hNEAZwGqI,und,Cardiff ,True,
138,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,califorya,False,
139,,@JaredWyand But I thought Obama blamed Malia's life-threatening asthma on climate change?,en,United States,False,
140,,RT @PimaMedical: Our students helped many kids with asthma at Champ Camp this summer. @AmericanLungCO https://t.co/qzNkgNlWBJ https://t.co/…,en,"Denver, CO",False,
141,,"RT @PearlMoyo: I fell on campus,faked a faint,opened my eyes and people were still around so I faked an asthma attack 😊😥💆 https://t.co/8RsW…",en,South Africa,True,
142,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,,False,
143,,im the aunt  https://t.co/0C5vlNLYnk,en,philly,True,
144,,MY EXTRA ASS AUNT .  https://t.co/XSaWo98wV8,en,,True,
145,"{'country': 'United States', 'url': 'https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', 'name': 'Philadelphia', 'country_code': 'US', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-75.280284, 39.871811], [-75.280284, 40.13792], [-74.955712, 40.13792], [-74.955712, 39.871811]]]}, 'id': 'e4a0d228eb6be76b', 'place_type': 'city', 'attributes': {}, 'full_name': 'Philadelphia, PA'}",Scientists hail new asthma pill showing promise in small a trial #asthma.,en,"Philadelphia, PA, USA",True,
146,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,,True,
147,,"RT @PearlMoyo: I fell on campus,faked a faint,opened my eyes and people were still around so I faked an asthma attack 😊😥💆 https://t.co/8RsW…",en,"Pretoria, South Africa",True,
148,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,516 ,True,
149,,RT @JunkScience: 'Asthmatic' Malia Obama smokes pot. Dad used her 'asthma' to justify EPA climate rules. https://t.co/775GxenSls https://t.…,en,,False,
150,,"RT @PearlMoyo: I fell on campus,faked a faint,opened my eyes and people were still around so I faked an asthma attack 😊😥💆 https://t.co/8RsW…",en,"Matatiele, South Africa",True,
151,,Flashback: Obama used Malia's 'asthma' to justify 'global warming' regs https://t.co/Krjk5VAVyy via @ClimateDepot,en,"Boston, MA",False,
152,,State Asthma Plan Logic Model - Asthma https://t.co/GHTxUvx634,und,,False,
153,,"RT @PearlMoyo: I fell on campus,faked a faint,opened my eyes and people were still around so I faked an asthma attack 😊😥💆 https://t.co/8RsW…",en,,False,
154,,"RT @PearlMoyo: I fell on campus,faked a faint,opened my eyes and people were still around so I faked an asthma attack 😊😥💆 https://t.co/8RsW…",en,Earth to South Africa,False,
155,,Fall is approaching &amp; so is #asthma season! We have FREE Asthma Classes @ChildrensMercy if you'd like to learn more: https://t.co/YCV9cOPVV4,en,"Kansas City, MO",False,
156,,"RT @PearlMoyo: I fell on campus,faked a faint,opened my eyes and people were still around so I faked an asthma attack 😊😥💆 https://t.co/8RsW…",en,"Durban, South Africa",False,
157,,RT @ccdeditor: Flashback: Obama used Malia's 'asthma' to justify 'global warming' regs https://t.co/Krjk5VAVyy via @ClimateDepot,en,"Potomac, MD",False,
158,,"RT @PearlMoyo: I fell on campus,faked a faint,opened my eyes and people were still around so I faked an asthma attack 😊😥💆 https://t.co/8RsW…",en,,True,
159,,This is why I won't die before Caroline https://t.co/Lh3eRVJLui,en,your man's house,True,
160,,These star athletes don’t let #asthma get in their way – neither should you. https://t.co/piJEVRmN6l,en,"Toronto, Ontario",False,
161,,Famous athletes with #asthma https://t.co/Hsns8oUnVb https://t.co/W862HJ5tC7,en,,False,
162,,"Did you know chiropractic care can help with asthma, breathing difficulties and allergies ? #getadjusted #bringthekids",en,"142 Erickson Dr, Red Deer, AB",False,
163,,RT @DearMomma_: Sooo my brother funeral was today. Tell me why my extra ass aunt had an asthma attack and died at the fucking funeral.,en,"Tewksbury, MA",True,
164,,EXPLOSIVE VIDEO: Malia Obama CAUGHT On Camera Smoking ‘Pot’ https://t.co/x91r9atpts Remember Obama's claim global warming caused her asthma?,en,"Boston, MA",False,
165,,RT @ccdeditor: Flashback: Obama used Malia's 'asthma' to justify 'global warming' regs https://t.co/Krjk5VAVyy via @ClimateDepot,en,"Calgary, Alberta",False,
166,,RT @WeGPNs: Please join us tonight for an exciting up todate discussion on Asthma 8pm 😀,en,Derbyshire ,True,
167,,RT @ironsoIdat: MY EXTRA ASS AUNT .  https://t.co/XSaWo98wV8,en,Scotland,False,
168,"{'country': 'South Africa', 'url': 'https://api.twitter.com/1.1/geo/id/dfc037f64a373ac8.json', 'name': 'Kagiso', 'country_code': 'ZA', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[27.759883, -26.18206], [27.759883, -26.136944], [27.821182, -26.136944], [27.821182, -26.18206]]]}, 'id': 'dfc037f64a373ac8', 'place_type': 'city', 'attributes': {}, 'full_name': 'Kagiso, South Africa'}",I remember the Westgate one 😂😂😂😂😂 you always fake it https://t.co/n4gBhdwy0G,en,South Africa,True,
169,,@ccdeditor @JunkScience @ClimateDepot Yeah that pot smoking won't help the poor things asthma.,en,,True,
170,,"RT @PearlMoyo: I fell on campus,faked a faint,opened my eyes and people were still around so I faked an asthma attack 😊😥💆 https://t.co/8RsW…",en,Mayflower,False,
171,,RT @UnShaggyP: I'm slangin average dick and I got asthma so you gon have to do some work too young lady unless you want me to die fuckin yo…,en,,True,
172,,"RT @PearlMoyo: I fell on campus,faked a faint,opened my eyes and people were still around so I faked an asthma attack 😊😥💆 https://t.co/8RsW…",en,B'East Rand/Pretoria,True,
173,,"Multi Punch Boy
Hand Tool Boy
Asthma Boy
Silverware Boy
Undercut Fade Boy
Orange Barney Boy
A Talking Cat?
#7FavePokemon",en,"Hattiesburg, MS",True,
174,,.@coldQ1 offers this mom comfort for her son with #bronchialasthma https://t.co/v4OHZZijfO via @YouTube #asthma #commoncold #ColdQtotheResQ,en,Canada,False,
175,,U.S. EPA and Imperial Valley Communities Tackle Childhood Asthma https://t.co/rJ0tpYBVdk via @EPA,en,"Orlando, FL",True,
176,,uoftmedicine: There’s something in the dust: study suggests that dust and bacteria from cows keeps #asthma at bay … https://t.co/33rXrCJCe4,en,,False,
177,"{'country': 'Canada', 'url': 'https://api.twitter.com/1.1/geo/id/3376992a082d67c7.json', 'name': 'Canada', 'country_code': 'CA', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-141.561094, 41.676329], [-141.561094, 89.9999], [-51.053519, 89.9999], [-51.053519, 41.676329]]]}, 'id': '3376992a082d67c7', 'place_type': 'country', 'attributes': {}, 'full_name': 'Canada'}","@leepace @thelpfn @MaasaiWild At the beginning she was just doing 1 min 30 secs laps. She has a bit of asthma, now she runs a lot.",en,"Ottawa, Ontario",True,
178,,RT @sadeeeeeeeeq: More than 80% of Asthma in children is caused by smoking parents. #Fact,en,IG: ibmdisa,False,
179,,😂😂😂😂😂😂 https://t.co/1DMcjY2e52,und,"Here , There , Everywhere ",True,
180,,"@truTVjokers @AmberPetersdorf @truTV Three? I do three a day! If it weren't for you, I'd never had known I had asthma. Almost died laughing.",en,"Stockton, CA",False,
